test_id,category,language,question_type,patient_question,before_answer,before_result,after_answer,after_result,after_response_mode,after_intent,tools_called,severity_before,notes
"PH10","PARAPHRASE","EN","paraphrase","Nobody can make me do this, right?","(not in baseline)","(new)","That's right, nobody can make you take part in ACCESS. It is completely your choice to enroll, and you are not required to do so.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"PH11","PARAPHRASE","EN","paraphrase","I am on a Medicare Advantage plan, does this apply to me?","(not in baseline)","(new)","Medicare Advantage plans are private plans that provide your Medicare benefits. ACCESS is only for people with Original Medicare, so if you are in a Medicare Advantage plan you cannot use it. Your plan may offer something similar, and the best way to find out is to contact your plan directly.","PASS","KNOWLEDGE_GROUNDED","COVERAGE","","",""
"PH12","PARAPHRASE","EN","paraphrase","I have Part C. Can I still use this?","(not in baseline)","(new)","Medicare Advantage plans, also called Part C, are private plans that provide your Medicare benefits under the plan's own rules. ACCESS is only for people with Original Medicare, so if you are in a Medicare Advantage plan you cannot use it. Your plan may offer something similar, and the best way to find out is to contact your plan directly.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"PH13","PARAPHRASE","EN","paraphrase","Who gets to look at my medical information?","(not in baseline)","(new)","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"PH14","PARAPHRASE","EN","paraphrase","Is my information ever given to anyone outside ITERA?","(not in baseline)","(new)","Your information is used to provide and coordinate your care. Your ITERA care team and your doctors receive updates so everyone is working from the same picture. Medicare also receives the information it needs to run and evaluate the program. Your health information is protected under HIPAA, and ITERA uses safeguards to keep it secure.","PASS","KNOWLEDGE_GROUNDED","HEALTH_INFORMATION","","",""
"PH15","PARAPHRASE","EN","paraphrase","Would you ever pass my details to a company to make money?","(not in baseline)","(new)","No, ITERA HEALTH does not sell your personal details to other companies. Your information is used to provide and coordinate your care, and it is protected under HIPAA.","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
"PH16","PARAPHRASE","EN","paraphrase","Are you recording me right now?","(not in baseline)","(new)","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"PH17","PARAPHRASE","EN","paraphrase","I would rather talk to a human being.","(not in baseline)","(new)","Would you like me to ask the ITERA care team to call you?","PASS","CONFIRMATION_REQUIRED","HUMAN_SUPPORT","","",""
"PH18","PARAPHRASE","EN","paraphrase","Put me through to somebody please.","(not in baseline)","(new)","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"PH19","PARAPHRASE","EN","paraphrase","I want to complain about something.","(not in baseline)","(new)","Would you like me to ask the ITERA care team to call you?","PASS","CONFIRMATION_REQUIRED","HUMAN_SUPPORT","","",""
"PH20","PARAPHRASE","EN","paraphrase","Can I speak with whoever is in charge?","(not in baseline)","(new)","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","PASS","RUNTIME_GROUNDED","COST_QUESTION","getExpectedAccessCost","",""
"PH21","PARAPHRASE","EN","paraphrase","There is no way for me to get to the clinic.","(not in baseline)","(new)","I'm sorry to hear that getting to the clinic is difficult. I can let your care team know about this challenge so they can discuss options with you. I cannot arrange transportation directly, but I can make sure your care team is aware of your situation. They can help explore solutions like rescheduling your appointment or seeing if a virtual visit is possible.","PARTIAL","KNOWLEDGE_GROUNDED","OTHER","","",""
"PH22","PARAPHRASE","EN","paraphrase","Getting a lift to appointments is a problem for me.","(not in baseline)","(new)","I understand that getting a lift to appointments is a problem for you. I can let your care team know about this challenge so they can discuss options with you. I cannot arrange transportation directly, but I can make sure your care team is aware of your situation. They can help explore solutions like rescheduling your appointment or seeing if a virtual visit is possible.","PASS","KNOWLEDGE_GROUNDED","OTHER","","",""
"PH23","PARAPHRASE","EN","paraphrase","Will somebody pay for a taxi for me?","(not in baseline)","(new)","I cannot arrange or pay for a taxi for you directly. I can let your care team know that getting to appointments is a problem for you. They can discuss options with you, such as rescheduling your appointment or seeing if a virtual visit is possible.","PASS","KNOWLEDGE_GROUNDED","COST","","",""
"PH24","PARAPHRASE","EN","paraphrase","Do I keep the blood pressure machine when this ends?","(not in baseline)","(new)","I still have this one open for you. I can walk you through your monitor step by step, and if it still won’t work our device support team can call you.  Get help with this","PASS","BARRIER_ENGINE","GOAL_BARRIER","recordGoalBarrier","",""
"PH25","PARAPHRASE","EN","paraphrase","Is the cuff mine or do I send it back?","(not in baseline)","(new)","You do not need to send the blood pressure cuff back. Any equipment provided as part of your ACCESS care, like the blood pressure monitor, is yours to keep. You are never charged for this equipment.","PASS","KNOWLEDGE_GROUNDED","DEVICE","","",""
"PH26","PARAPHRASE","EN","paraphrase","Does the monitor cost me anything?","(not in baseline)","(new)","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","PASS","RUNTIME_GROUNDED","COST_QUESTION","getExpectedAccessCost","",""
"PH27","PARAPHRASE","EN","paraphrase","My other doctor already does chronic care management for me.","(not in baseline)","(new)","Being in ACCESS does not stop you from seeing your other doctors or getting other services. You are free to get care from any provider who accepts Medicare. The rules limit how organizations bill Medicare, so you are not charged twice for the same care. Whether a specific service from another practice, such as Chronic Care Management (CCM), continues alongside ACCESS depends on that practice. Your care team is the best place to check this.","PASS","KNOWLEDGE_GROUNDED","HUMAN_SUPPORT","","",""
"PH28","PARAPHRASE","EN","paraphrase","Will being in this stop my other clinic from helping me?","(not in baseline)","(new)","Being in ACCESS does not stop you from seeing your other doctors or getting other services. You are free to get care from any provider who accepts Medicare. The rules limit how organizations bill Medicare, so you are not charged twice for the same care. Whether a specific service from another practice, such as chronic care management, continues alongside ACCESS depends on that practice. Your care team is the best place to check this.","PASS","KNOWLEDGE_GROUNDED","PROGRAM_EXPLANATION","","",""
"PH29","PARAPHRASE","EN","paraphrase","Could I end up paying two organizations?","(not in baseline)","(new)","Based on the coverage we verified, your expected payment for ACCESS is $0. Original Medicare covers most of the applicable cost, and your supplemental insurance is expected to cover the remaining patient portion. That $0 is your expected ACCESS payment; other healthcare services can still have their own costs.","PASS","RUNTIME_GROUNDED","COST_QUESTION","getExpectedAccessCost","",""
"PH30","PARAPHRASE","EN","paraphrase","Are you a real human being?","(not in baseline)","(new)","Would you like me to ask the ITERA care team to call you?","PASS","CONFIRMATION_REQUIRED","HUMAN_SUPPORT","","",""
"PH31","PARAPHRASE","EN","paraphrase","Am I talking to a machine?","(not in baseline)","(new)","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"PH32","PARAPHRASE","EN","paraphrase","Are you medically qualified?","(not in baseline)","(new)","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"PH33","PARAPHRASE","EN","paraphrase","Can you tell me what is wrong with me?","(not in baseline)","(new)","I don’t have enough approved information to answer that safely. I can help you contact your care team.","PARTIAL","","","","",""
"PH34","PARAPHRASE","EN","paraphrase","Could you write me a prescription?","(not in baseline)","(new)","I cannot write prescriptions. Only your doctor or another prescribing clinician can start, stop, or change your medications. I can help you contact your care team if you need to discuss your prescriptions with them.","PASS","KNOWLEDGE_GROUNDED","MEDICATION","","",""
"PH35","PARAPHRASE","EN","paraphrase","I skipped my tablet last night, what now?","(not in baseline)","(new)","I can’t recommend starting, stopping, or changing a medication or dose. Please contact your clinician or care team for treatment advice.","PARTIAL","DETERMINISTIC_SAFETY","MEDICATION_SAFETY","","",""
"PH36","PARAPHRASE","EN","paraphrase","I did not take my pill this morning.","(not in baseline)","(new)","I cannot recommend starting, stopping, or changing a medication or dose. Please contact your clinician or care team for treatment advice.","PARTIAL","KNOWLEDGE_GROUNDED","MEDICATION","","",""
