test_id,category,subcategory,language,question_type,patient_question,conversation_context,actual_answer,expected_answer_summary,result,severity,accuracy_score,completeness_score,clarity_score,patient_friendliness_score,safety_score,groundedness_score,actionability_score,root_cause,source_required,recommended_fix,retest_result,notes
"X05","X_CONFUSION","PROSE","EN","single","What did I agree to?","","Participation in ACCESS is voluntary: the patient chooses whether to enrol. Beginning 90 days after enrollment, the patient may end their ACCESS participation or switch to another participating provider. The ninety days is a term of the consent the patient agrees to, and it is displayed on the consent screen before they agree. Ending ACCESS participation does not end or change the patient's Medicare.","","PARTIAL","P3","3","2","3","3","4","3","2","RETRIEVAL_FAILURE (wrong chunk) + GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-03 keyword phrases, stopwords, relevance floor","PARTIAL → PASS","after: You agreed to join the ACCESS program with ITERA HEALTH. This means you allow your health information to be shared for your care within the program. Taking part is voluntary, and you can change your mind at any time."
"X06","X_CONFUSION","LEAK","EN","single","Why am I doing this?","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: ITERA HEALTH was invited to offer you ACCESS care by your doctor's care team. ACCESS is a Medicare care option that gives people with Original Medicare extra, technology-supported help with long-term conditions like high"
"Y01","Y_TRUST","LEAK","EN","single","Is this a scam?","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I understand your concern. ACCESS is a Medicare care option created and run by CMS, the federal agency for Medicare, through its Innovation Center. It offers extra, technology-supported help for people with Original Medi"
"Y02","Y_TRUST","LEAK","EN","single","How do I know this is really from my doctor?","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I understand your concern. Your doctor's care team invited you to learn about ACCESS care from ITERA HEALTH. This means your doctor is working with ITERA HEALTH to offer you this Medicare care option. Do you have any oth"
"Y03","Y_TRUST","LEAK","EN","single","Why do you have my information?","","Three patient responses must remain distinct: - Yes, everything is correct = patient confirms the information shown. - No, something changed = capture a patient-reported update for review; do not silently overwrite the clinical record. - I need help reviewing it = record uncertainty/help request; do not treat it as confirmation. A care-setup step may be completed even when the information itself is not clinically confirmed.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Your information is used to help provide and coordinate your care. Your ITERA care team and your doctors see it so everyone is working together. Medicare also receives information needed to run the program. Your health i"
"Y04","Y_TRUST","LEAK","EN","single","I do not trust this.","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I understand your concern. Your health information is protected under HIPAA, a federal law that safeguards your medical information. ITERA uses security measures to protect your information, and it is never sold. Do you "
"Y05","Y_TRUST","LEAK","EN","single","How can I verify this is legitimate?","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I understand your concern. ACCESS is a Medicare care option created and run by CMS, the federal agency for Medicare, through its Innovation Center. You can call 1-800-MEDICARE (1-800-633-4227) to verify the program. TTY "
"Y06","Y_TRUST","RUNTIME","EN","single","Can I call my doctor before I decide?","","Dr. Fresner Lee is on your care team. I can ask the ITERA care team to contact you about this. Would you like me to?","","PASS","-","5","5","5","5","5","5","5","TOOL_RESULT_INCOMPLETE_FOR_MULTI_INTENT","","Open — compound intent decomposition not implemented","not re-tested",""
"Z01","Z_COMPLAINTS","LEAK","EN","single","I do not like this program.","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I understand you have concerns about the program. ACCESS is a Medicare care option created and run by CMS, the federal agency for Medicare, through its Innovation Center. It offers extra, technology-supported help for lo"
"Z02","Z_COMPLAINTS","LEAK","EN","single","I want to make a complaint.","","Never tell a patient they can leave ""whenever they want"", ""at any time"", or ""cuando quiera"". That omits the ninety days and misrepresents what they agreed to. Never imply the patient is locked in permanently either. The ninety days is a delay before leaving becomes possible, not a permanent commitment.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Would you like me to ask the ITERA care team to call you?"
"Z03","Z_COMPLAINTS","REFUSAL","EN","single","Nobody calls me.","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PARTIAL","after: I understand you would like someone to call you. I can ask the ITERA care team to call you to discuss your concerns. Would you like me to do that?"
"Z04","Z_COMPLAINTS","REFUSAL","EN","single","I am very upset.","","I don’t have enough approved information to answer that safely. I can help you contact your care team.","","FAIL","P2","1","1","2","2","3","1","1","LOW_RECALL/MISSING_KNOWLEDGE","","CHANGE-03 retrieval + keyword coverage; new knowledge page where one was missing","FAIL → PARTIAL","after: I understand you are very upset. I can ask the ITERA care team to call you to discuss your concerns. Would you like me to do that?"
"Z05","Z_COMPLAINTS","LEAK","EN","single","I was promised something and it did not happen.","","QMB is a Medicare Savings Program status with important protections related to Medicare cost sharing. Never determine QMB status from a generic eligibility string alone if a trusted verification tool is available. Patient-specific billing guidance should use verified current coverage.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: I'm sorry to hear you're upset. I can ask the ITERA care team to call you to discuss your concerns. Would you like me to do that?"
"Z06","Z_COMPLAINTS","LEAK","EN","single","I want to speak to a supervisor.","","Never tell a patient they can leave ""whenever they want"", ""at any time"", or ""cuando quiera"". That omits the ninety days and misrepresents what they agreed to. Never imply the patient is locked in permanently either. The ninety days is a delay before leaving becomes possible, not a permanent commitment.","","FAIL","P2","1","1","2","2","3","1","1","KB_AUTHORING_VOICE+GENERATION_LAYER_DOWN","","CHANGE-01 bind fetch; CHANGE-02 English patient answer + authoring-voice filter","FAIL → PASS","after: Would you like me to ask the ITERA care team to call you?"
